"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id"
"L1A","20260321_1743","20260321_1743_14661_3","","","0","","L1"
"L1A","20260321_1743","20260321_1743_14661_4","","","0","","L1"
"L1A","20260321_1743","20260321_1743_14661_5","","","0","","L1"
"L1A","20260321_1743","20260321_1743_14661_6","","","0","","L1"
"L1A","20260321_1743","20260321_1743_14661_7","","","0","","L1"
"L1A","20260321_1743","20260321_1743_14661_8","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11294_0","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11294_1","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11294_2","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11294_3","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11294_4","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11294_5","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11294_6","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11294_7","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11294_8","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11294_9","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11294_10","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11295_0","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11295_1","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11295_2","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11295_3","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11295_4","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11295_5","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11295_6","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11295_7","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11295_8","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11295_9","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11296_0","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11296_1","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11296_2","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11296_3","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11296_4","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11296_5","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11296_6","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11296_7","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11296_8","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11296_9","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11297_0","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11297_1","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11297_2","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11297_3","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11297_4","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11297_5","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11298_0","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11298_1","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11298_2","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11298_3","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11298_4","","","0","","L1"
"L1A","20260322_1321","20260322_1321_11298_5","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19694_0","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19694_1","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19694_2","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19694_3","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19694_4","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19694_5","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19694_6","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19694_7","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19694_8","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19694_9","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19694_10","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19695_0","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19695_1","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19695_2","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19695_3","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19695_4","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19695_5","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19695_6","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19695_7","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19695_8","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19695_9","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19696_0","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19696_1","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19696_2","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19696_3","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19696_4","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19696_5","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19696_6","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19696_7","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19696_8","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19696_9","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19697_0","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19697_1","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19697_2","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19697_3","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19697_4","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19697_5","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19697_6","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19697_7","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19697_8","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19697_9","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19697_10","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19698_0","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19698_1","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19698_2","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19698_3","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19698_4","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19698_5","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19698_6","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19698_7","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19698_8","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19698_9","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19699_0","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19699_1","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19699_2","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19699_3","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19699_4","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19699_5","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19699_6","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19699_7","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19699_8","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19699_9","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19700_0","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19700_1","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19700_2","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19700_3","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19700_4","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19700_5","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19700_6","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19700_7","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19700_8","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19700_9","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19700_10","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19701_0","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19701_1","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19701_2","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19701_3","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19701_4","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19701_5","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19701_6","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19701_7","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19701_8","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19701_9","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19702_0","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19702_1","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19702_2","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19702_3","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19702_4","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19702_5","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19702_6","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19702_7","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19702_8","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19702_9","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19702_10","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19703_0","","","0","","L1"
"L1A","20260323_2379","20260323_2379_19703_1","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19694_0","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19694_1","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19694_2","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19694_3","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19694_4","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19694_5","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19694_6","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19694_7","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19694_8","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19694_9","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19694_10","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19695_0","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19695_1","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19695_2","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19695_3","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19695_4","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19695_5","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19695_6","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19695_7","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19695_8","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19695_9","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19696_0","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19696_1","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19696_2","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19696_3","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19696_4","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19696_5","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19696_6","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19696_7","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19696_8","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19696_9","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19697_0","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19697_1","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19697_2","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19697_3","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19697_4","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19697_5","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19697_6","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19697_7","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19697_8","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19697_9","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19697_10","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19698_0","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19698_1","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19698_2","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19698_3","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19698_4","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19698_5","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19698_6","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19698_7","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19698_8","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19698_9","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19699_0","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19699_1","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19699_2","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19699_3","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19699_4","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19699_5","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19699_6","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19699_7","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19699_8","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19699_9","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19700_0","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19700_1","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19700_2","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19700_3","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19700_4","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19700_5","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19700_6","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19700_7","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19700_8","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19700_9","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19700_10","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19701_0","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19701_1","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19701_2","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19701_3","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19701_4","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19701_5","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19701_6","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19701_7","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19701_8","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19701_9","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19702_0","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19702_1","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19702_2","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19702_3","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19702_4","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19702_5","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19702_6","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19702_7","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19702_8","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19702_9","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19702_10","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19703_0","","","0","","L1"
"L1A","20260324_2379","20260324_2379_19703_1","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19694_0","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19694_1","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19694_2","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19694_3","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19694_4","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19694_5","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19694_6","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19694_7","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19694_8","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19694_9","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19694_10","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19695_0","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19695_1","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19695_2","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19695_3","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19695_4","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19695_5","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19695_6","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19695_7","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19695_8","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19695_9","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19696_0","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19696_1","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19696_2","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19696_3","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19696_4","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19696_5","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19696_6","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19696_7","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19696_8","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19696_9","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19697_0","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19697_1","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19697_2","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19697_3","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19697_4","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19697_5","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19697_6","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19697_7","","","0","","L1"
"L1A","20260325_2379","20260325_2379_19697_8","","","0","","L1"
